id,Randon_check,claim_adjucation,ranking_decision,veteran_id,claim_id,ethicity,location,age_group,gender,period_of_service,rank,branch
931,0.29,granted,granted_10,V_931,C_999931,W,loc_i,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
932,0.46,granted,granted_0,V_932,C_999932,W,loc_i,46-55,F,(w) GW Era - Post 9/11 only,Enlisted,Air Force
933,0.62,denied,denied,V_933,C_999933,W,loc_e,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
934,0.41,denied,denied,V_934,C_999934,W,loc_d,46-55,M,(p) VNE only,Officer,Army
935,0.66,denied,denied,V_935,C_999935,AA,loc_k,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
936,0.17,granted,granted_10,V_936,C_999936,W,loc_j,56-65,M,(p) VNE only,Enlisted,Marines
937,0.19,granted,granted_10,V_937,C_999937,W,loc_f,76-85,M,(t) Between VNE & GW Era,Enlisted,Navy
938,0.26,granted,granted_10,V_938,C_999938,W,loc_j,66-75,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
939,0.88,granted,granted_0,V_939,C_999939,W,loc_c,76-85,M,(u) GW Era - Pre 9/11 only,Officer,Army
940,0.72,denied,denied,V_940,C_999940,W,loc_i,66-75,M,(t) Between VNE & GW Era,Enlisted,Army
941,0.59,denied,denied,V_941,C_999941,W,loc_i,36- 45,M,(p) VNE only,Enlisted,Army
942,0.19,granted,granted_10,V_942,C_999942,W,loc_i,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
943,0.67,granted,granted_0,V_943,C_999943,HL,loc_e,66-75,M,(p) VNE only,Enlisted,Army
944,0.16,denied,denied,V_944,C_999944,W,loc_i,66-75,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
945,0.16,denied,denied,V_945,C_999945,W,loc_d,46-55,M,(u) GW Era - Pre 9/11 only,Officer,Army
946,0.69,denied,denied,V_946,C_999946,AI,loc_j,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
947,0.70,granted,granted_0,V_947,C_999947,W,loc_j,56-65,M,(p) VNE only,Enlisted,Navy
948,0.77,denied,denied,V_948,C_999948,W,loc_a,66-75,M,(w) GW Era - Post 9/11 only,Officer,Army
949,0.90,denied,denied,V_949,C_999949,W,loc_e,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
950,0.78,denied,denied,V_950,C_999950,W,loc_i,76-85,M,(p) VNE only,Officer,Air Force
951,0.56,denied,denied,V_951,C_999951,W,loc_i,46-55,F,(p) VNE only,Enlisted,Navy
952,0.99,granted,granted_0,V_952,C_999952,W,loc_i,76-85,M,(p) VNE only,Enlisted,Air Force
953,0.37,granted,granted_0,V_953,C_999953,W,loc_f,76-85,M,(i) WWII only,Enlisted,Air Force
954,0.29,denied,denied,V_954,C_999954,W,loc_d,56-65,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",Enlisted,Navy
955,0.36,denied,denied,V_955,C_999955,W,loc_j,66-75,M,(t) Between VNE & GW Era,Enlisted,Marines
956,0.25,denied,denied,V_956,C_999956,W,loc_f,46-55,M,(t) Between VNE & GW Era,Enlisted,Marines
957,0.98,granted,granted_0,V_957,C_999957,HL,loc_h,66-75,M,(p) VNE only,Enlisted,Navy
958,0.67,granted,granted_0,V_958,C_999958,W,loc_j,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
959,0.04,granted,granted_10,V_959,C_999959,W,loc_e,66-75,M,(p) VNE only,Enlisted,Army
960,0.09,granted,granted_10,V_960,C_999960,W,loc_a,76-85,F,(p) VNE only,Enlisted,Navy
961,0.63,denied,denied,V_961,C_999961,W,loc_k,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
962,0.36,granted,granted_0,V_962,C_999962,W,loc_c,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
963,0.73,granted,granted_0,V_963,C_999963,W,loc_f,66-75,M,(m) KC only,Enlisted,Navy
964,0.54,granted,granted_0,V_964,C_999964,W,loc_i,76-85,ND,(p) VNE only,Enlisted,Reserve Forces
965,0.98,denied,denied,V_965,C_999965,W,loc_i,76-85,M,(p) VNE only,Enlisted,Navy
966,0.43,denied,denied,V_966,C_999966,W,loc_a,66-75,M,(p) VNE only,Enlisted,Air Force
967,0.81,denied,denied,V_967,C_999967,HL,loc_l,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
968,0.43,granted,granted_0,V_968,C_999968,W,loc_l,76-85,M,(p) VNE only,Officer,Non-Defense
969,0.30,denied,denied,V_969,C_999969,W,loc_a,66-75,F,(w) GW Era - Post 9/11 only,Enlisted,Army
970,0.70,denied,denied,V_970,C_999970,W,loc_j,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
971,0.49,denied,denied,V_971,C_999971,W,loc_i,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
972,0.27,denied,denied,V_972,C_999972,W,loc_k,56-65,F,(p) VNE only,Enlisted,Air Force
973,0.99,denied,denied,V_973,C_999973,AA,loc_i,86-above,M,(m) KC only,Enlisted,Navy
974,0.61,granted,granted_0,V_974,C_999974,W,loc_a,76-85,F,(u) GW Era - Pre 9/11 only,Officer,Navy
975,0.96,granted,granted_0,V_975,C_999975,W,loc_j,46-55,F,(p) VNE only,Enlisted,Army
976,0.76,granted,granted_0,V_976,C_999976,W,loc_j,26-35,M,(p) VNE only,Enlisted,Army
977,0.71,granted,granted_0,V_977,C_999977,HL,loc_i,46-55,M,(w) GW Era - Post 9/11 only,Enlisted,Army
978,0.61,granted,granted_0,V_978,C_999978,AA,loc_c,56-65,M,(w) GW Era - Post 9/11 only,Officer,Army
979,0.69,granted,granted_0,V_979,C_999979,W,loc_i,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
980,0.54,granted,granted_0,V_980,C_999980,W,loc_a,76-85,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
981,0.71,granted,granted_0,V_981,C_999981,W,loc_k,66-75,M,(p) VNE only,Enlisted,Navy
982,0.68,granted,granted_0,V_982,C_999982,W,loc_f,76-85,M,(p) VNE only,Enlisted,Army
983,0.89,denied,denied,V_983,C_999983,W,loc_f,56-65,M,(p) VNE only,Enlisted,Army
984,0.16,granted,granted_10,V_984,C_999984,W,loc_c,76-85,M,(m) KC only,Enlisted,Army
985,0.82,granted,granted_0,V_985,C_999985,W,loc_j,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
986,0.98,denied,denied,V_986,C_999986,T,loc_f,46-55,M,(p) VNE only,Enlisted,Marines
987,0.93,denied,denied,V_987,C_999987,W,loc_j,66-75,M,(p) VNE only,Officer,Army
988,0.97,granted,granted_0,V_988,C_999988,W,loc_i,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
989,0.94,granted,granted_0,V_989,C_999989,AA,loc_e,76-85,M,(p) VNE only,Enlisted,Navy
990,0.16,denied,denied,V_990,C_999990,W,loc_f,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
991,0.40,granted,granted_0,V_991,C_999991,AA,loc_d,46-55,M,(t) Between VNE & GW Era,Enlisted,Army
992,0.18,denied,denied,V_992,C_999992,W,loc_f,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Marines
993,0.47,denied,denied,V_993,C_999993,W,loc_e,46-55,M,(i) WWII only,Enlisted,Navy
994,0.54,granted,granted_0,V_994,C_999994,O,loc_g,56-65,M,(p) VNE only,Enlisted,Marines
995,0.42,denied,denied,V_995,C_999995,HL,loc_f,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
996,0.07,denied,denied,V_996,C_999996,W,loc_l,26-35,M,(w) GW Era - Post 9/11 only,Enlisted,Army
997,0.03,denied,denied,V_997,C_999997,AI,loc_j,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Army
998,0.76,denied,denied,V_998,C_999998,W,loc_e,76-85,M,(q) VNE & GW Era - Pre 9/11,Enlisted,Reserve Forces
999,0.46,granted,granted_0,V_999,C_999999,W,loc_a,56-65,M,(p) VNE only,Enlisted,Army
1000,1.00,granted,granted_0,V_1000,C_9991000,W,loc_j,76-85,M,(p) VNE only,Enlisted,Navy
